Title,Authors,Date Read,Rating,Review,Format,Contributors,ISBN/UID,Read Status,Date Added,Last Date Read,Read Count
The Marriage Auction: Book Three,Audrey Carlan,2025/01/13,7,"This series was just good trashy fun. All the characters were dumb as rocks the premise was laughably stupid and overall it was a great read. There were very predictable outcomes, raunchy scenes, and marrying men after less than a month. Good times. I liked that it was four stories throughout four books, kept me on my toes.",digital,,B0BJMJ1MT3,read,2025/01/14,2025/01/13,1
The Marriage Auction: Book Four,Audrey Carlan,2025/01/14,7,"This series was just good trashy fun. All the characters were dumb as rocks the premise was laughably stupid and overall it was a great read. There were very predictable outcomes, raunchy scenes, and marrying men after less than a month. Good times. I liked that it was four stories throughout four books, kept me on my toes.",digital,,B0BJN3SYWN,read,2025/01/14,2025/01/14,1
"You, Again",Kate Goldbeck,2025/01/17,8,"This was a fun read. I feel ehhh about it in the sense that both of the characters are problematic and didn’t actually seem to be helping each others vices?? Like their interactions were fun to witness, but were they really good for each other?? I felt like Ari was just sooo terrified the entire time and super unwilling to even try to be trusting and Josh was not acknowledging that and just felt ehhh during the middle/end. I don’t know they could’ve been more adult about it I think but overall still a fun read especially in the beginning.",digital,,9780593448137,read,2025/01/17,2025/01/17,1
Fake It 'til You Make It,Laura Carter,2025/01/19,6,A very medium bad read. Like it was fine but the premise was dumb and the characters were dumb but not in a fun this is ridiculous dumb in a this book is trying too hard to be a good book. Nothing spectacular,digital,,9781785135712,read,2025/01/19,2025/01/19,1
A Rivalry of Hearts,Tessonja Odette,2025/01/20,7,Ok Will deserved the money more than Edwina based on reasons for needing it alone. Hers were more self-serving and less noble than supporting a family member and she gets all angry at him for “lying to his fans” and to her which she doesn’t have grounds to really stand on. She kinda annoyed me because of these things but overall I had fun,digital,,B0C7XZ7Y6L,read,2025/01/20,2025/01/20,1
My Feral Romance,Tessonja Odette,2025/01/24,6,"I ended up liking the ending it just was so predictable? Anticlimactic? The beginning was meh the middle was ughhh and the end was ehh. I don’t know how they can really be considered friends but whatever. Also the solution to their issue seemed so dumb. Anyways overall unimpressed, but fine",digital,,,read,2025/01/24,2025/01/24,1
Tower of Dawn,Sarah J. Maas,2025/01/26,6,Yrene was the best thing about this book. That one guy in Instagram talking about deep throating Sarah J Maas’ massive dong was right. This needed to be edited down bc why was the last hundred pages the most interesting. Please. There were really good moments but there were so many moments I could easily put it down and walk away. Also someone needs to explain Chaol to me because wtf. I really should’ve done the tandem read. I also really would’ve preferred to have more intros on Yrene and Sartaq like we did for Manon and Aedion. Uhhhhh yeah I’m told the last one goes quick so excited for that. Also side note that I totally guessed the real villain being Maeve but there also seems to be more higher ups??? Like Gods playing with their lives,digital,,B01M8NHXGH,read,2025/01/26,2025/01/26,1
Kingdom of Ash,Sarah J. Maas,2025/01/29,8,"Holy fucking shit. Wow um okay. Honestly I’m surprised that more people didn’t die. Like I was sobbing during the chapter about the Thirteen, but I honestly was expecting more deaths. Maeve was so….I still don’t fully get her. Like she was scared of the brothers?? What was her goal? To stay and rule? Why not find a nice little human home to camp out? Why be unnecessarily cruel? Is it the hurt people hurt people thing? Okay can we normalize having like heroines that are not teenagers?? Why is Aelin not even twenty?? Like she’s been tortured and maimed on several occasions and is still fine?? This was indeed a good end to the series. I loved seeing all the plot lines merge. Where did the wolf tribe even come from? Honestly kinda started to dislike Yrene for being in love with Chaol…like Chaol? Really? He was basically useless this whole series. Which is honestly impressive to be useless for so long. Where did the little God strolling come into play? Like they were mad that Brannon broke his promise or that Elena changed the course of the promise?? Why did they feel the need to re-kill Elena?? Like the gods motives and role came in and just didn’t make total sense or it felt out of left field. Honestly a lot of the vague war facts could’ve been cut down and I was skimming those pages anyway. Okay yeah I think those are all my thoughts. Maybe should’ve killed Chaol and somehow saved Yrene and the baby…might’ve liked him more if he self sacrificed. Ok wait I also think Gavriel’s death felt out of place like what the heck happened he just walked out to hold off the Valg?? When he could’ve stayed inside the gates?? Was it a noble act or a stupid one? Okay I’m really done now.",digital,,B079JYG6D4,read,2025/01/30,2025/01/29,1
The Marriage Auction 2: Book 1,Audrey Carlan,2025/01/31,7,"It amazes me how much bullshit is out there in the world to just consume. This, like the first marriage auction, was good old fashioned wattpad bullshit that was actually so dumb and the characters were dumb and the plots were dumb and yet I couldn’t stop. I liked the first better because who in their right mind has a funeral and a wedding in the same day…and why did all the couples have to have children in the end…??? And overall the characters did things that made them happy but made me thoroughly question their judgment beyond just the auction. Anyways kinda glad it’s over bc I was losing brain cells.",digital,,9781963135169,read,2025/01/31,2025/01/31,1
The Marriage Auction 2: Book 2,Audrey Carlan,2025/02/01,7,"It amazes me how much bullshit is out there in the world to just consume. This, like the first marriage auction, was good old fashioned wattpad bullshit that was actually so dumb and the characters were dumb and the plots were dumb and yet I couldn’t stop. I liked the first better because who in their right mind has a funeral and a wedding in the same day…and why did all the couples have to have children in the end…??? And overall the characters did things that made them happy but made me thoroughly question their judgment beyond just the auction. Anyways kinda glad it’s over bc I was losing brain cells.",digital,,B0D41KJCPX,read,2025/02/01,2025/02/01,1
The Marriage Auction 2: Book 3,Audrey Carlan,2025/02/04,7,"It amazes me how much bullshit is out there in the world to just consume. This, like the first marriage auction, was good old fashioned wattpad bullshit that was actually so dumb and the characters were dumb and the plots were dumb and yet I couldn’t stop. I liked the first better because who in their right mind has a funeral and a wedding in the same day…and why did all the couples have to have children in the end…??? And overall the characters did things that made them happy but made me thoroughly question their judgment beyond just the auction. Anyways kinda glad it’s over bc I was losing brain cells.",digital,,B0D41KFP9K,read,2025/02/04,2025/02/04,1
The Marriage Auction 2: Book 4,Audrey Carlan,2025/02/06,7,"It amazes me how much bullshit is out there in the world to just consume. This, like the first marriage auction, was good old fashioned wattpad bullshit that was actually so dumb and the characters were dumb and the plots were dumb and yet I couldn’t stop. I liked the first better because who in their right mind has a funeral and a wedding in the same day…and why did all the couples have to have children in the end…??? And overall the characters did things that made them happy but made me thoroughly question their judgment beyond just the auction. Anyways kinda glad it’s over bc I was losing brain cells.",digital,,B0CTHQDYBJ,read,2025/02/06,2025/02/06,1
Beginner's Luck,Kate Clayborn,2025/02/09,9,This was so cute!! I loved it. I liked the STEM vibes I liked the characters I liked just almost all of it. There were a couple times that people jumped to conclusions but I really like the story overall. They were very reasonable people. Big fan,digital,,9781800326828,read,2025/02/09,2025/02/09,1
Luck of the Draw,Kate Clayborn,2025/02/12,9,"This one was really good. It might have been because I was sleep deprived but I was so engrossed in the story. I really like that the intimate moments feel like they actually had an impact..like they just felt more potent than some of the flimsy horniness that most characters have. I liked that Zoe and Aidan’s journey was about grief and forgiveness. Especially, forgiveness for yourself. While the premise was wack, I really liked reading their relationship develop from the cold resentment to the appreciation and affection. I don’t know I really dug this book. It had a little grumpy sunshine, a little enemies to lovers. I felt like they were honest and while somehow they could magically guess what the other needed the seriousness didn’t come off in the wrong way. Anyways solid read",digital,,9781516105120,read,2025/02/13,2025/02/12,1
Best of Luck,Kate Clayborn,2025/02/16,7,"This one was meh in comparison to the others. I didn’t feel particularly engrossed in the story. I did enjoy the characters and how they change each other for the better and push each other to self improve. I just worry that the ending gave off vibes that like finding your person will solve everything which like yeah it’s a romance book but also I don’t know. Overall, the story was fine just not my favorite.",digital,,9781800326842,read,2025/02/17,2025/02/16,1
Deep End,Ali Hazelwood,2025/02/17,9,"I’m sorry but Ali Hazelwood is forever and always probably going to be my favorite. I’m getting to the weird point in my life where I’m the same age as these characters and it feels like my accomplishments are so inconsequential. Regardless, this was a fun read and even tho it’s not necessarily my fav Ali Hazelwood book it was still very good. The kinky shit? Fun. The messy characters…not as fun. I will forever be silently squeaking at Olive and Adams cameos. I feel like Scarlet and Lukas were super obvious the whole time and no one cared until they did. Plus the codependent relationship with Penelope was just…ehh? I wasn’t super following all of the diving competitions but I did enjoy the honesty and intimacy that Scarlet and Lukas shared. They seemed mostly healthy. Anyways Ali Hazelwood is my romance novel goddess and I will read anything she writes.",digital,,,read,2025/02/17,2025/02/17,1
Finding Mr. Write,Kelley Armstrong,2025/02/22,7,"This was so mid. Idk it started off fine and then it was a downwards slope…in the bad context. The third act break up was so dumb. I know that Daphne was upset and scared and Chris should’ve handled it differently, but Chris was definitely right in not wanting to act like a cowriter. He clearly saw the best in her and wanted her to be seen that way. Did he do the right thing by leaving? No. But this line “He wanted to take an ethical stance, even if it cost Daphne her career” is crazy. You would ask someone you care about to give up what they feel is right for your own personal gain? That’s called being selfish. I do think they should’ve discussed what to do, so in that Chris was definitely in the wrong and coming back was definitely in the wrong, but I guess the initial starting point of considering Milner’s plan felt like it was Daphne in the wrong. Anyways….ehh",digital,,9781538742754,read,2025/02/23,2025/02/22,1
Love Interest,Clare Gilmore,2025/02/27,8,I only just liked it. It was a fun read but not memorable or anything extraordinary. They all had parental issues though and it showed.,digital,,9781250880550,read,2025/02/28,2025/02/27,1
Forget Me Not,Julie Soto,2025/03/04,10,The favorite author of my favorite author is also my favorite author idk. This book was so good. The tension. The second chance. The PINING. God I love a man that is already in love with a woman for years and she’s just oblivious. Then he does not so subtle protective things? My favorite. Elliot and Ama were soo much fun to read. The spice was so freaking good. The tension again was so palpable but I was kicking and squealing,digital,,9781538740903,read,2025/03/05,2025/03/04,1
Not Another Love Song,Julie Soto,2025/03/05,10,Nooooo don’t be over pls. *sigh* I totally agree with Ali Hazelwood. Julie Soto is a magnificent writer and I would read anything she writes. The spice the tension the pining. All the good things. There were so many ops in this book it was crazy. Alex begging for any scrap of Gwen she was willing to give him was *chefs kiss* the fighting the atttaction part. All of it so so good.,digital,,9781538740934,read,2025/03/06,2025/03/05,1
Wild Side,Elsie Silver,2025/03/08,9,"I enjoyed this one. I don’t think I’ll ever date a wrestler but still. Enemies to lovers, the spice, the lack of miscommunication, honestly it was a pretty good read. Tabby and Rhys didn’t automatically assume the worse about one another which is refreshing, they had the important conversations, and idk they seemed to compromise and be supportive. Not really looking forward to the next book in this series bc ex’s father trope kinda disgusts me. Why do these authors have such awful daddy issues?",digital,,B0DD1VWZ4Z,read,2025/03/08,2025/03/08,1
Strictly Pretend,Carrie Elks,2025/03/10,9,"Ahhh I can’t believe the Salinger saga is over! I’m pretty sure I started it when only one or two books were out and now there are six of them. I ended up enjoying this one. I felt like Brooks was a little dumb not to tell Emma the news about the building when he found out, but the real villains were the ex and Brook’s dad. Why are men suck jerks? I felt like for the most part Emma and Brooks didn’t assume the worse, mostly communicated, and were attentive to one another. Anyways solid read and good ending to a series.",digital,,,read,2025/03/10,2025/03/10,1
The Desire Variable,Ana D'Arcy,2025/03/13,8,"I am absolutely outraged that this ended on a cliffhanger. What the actual fork. I feel like this was really well written. Surprisingly enough I got to a point where I was like this is a lot of spice…does there need to be this much???? Could we see some intimate, fully clothed scenes? Okay but seriously 500 pages about one couple and you’re going to write two more books about them??? I’m so upset because this book was actually pretty good, and I was getting ready for the wrap-up/HEA only to be BLINDSIDED BY A DUCKING CLIFFHANGER. Okay but seriously the enemies to lovers was so good…there were some vaguely problematic moments but for the most part I lowkey wish I had her job. I wouldn’t fork my boss but working with ASL and coding and such would be so freaking cool.",digital,,9782959234477,read,2025/03/13,2025/03/13,1
Accidentally Ours,Erin Hawkins,2025/03/15,6,This was good but pls pls pls figure out your daddy issues and start dating people your own age. The accidental pregnancy was just so ehhh. Overall it was a fine read but like the ending was just so…not it. Why was her brother such a dick about things in the end? Why did there have to be a pregnancy? Why couldn’t there have been a different ending? Why were there twins? Honestly this would be my nightmare.,digital,,B0CCC3VN2C,read,2025/03/18,2025/03/15,1
Surprisingly Us,Erin Hawkins,2025/03/18,6,"This was not it for me. Dick piercings seem gross, both of the main characters were dumb as hell, and overall I didn’t really care about how it all ended. Why on earth would you propose to your fake gf without consulting her first? Even if I was dating someone, we would need to have had the conversation that we would get married before they popped the question. There was so much opportunity here with them being childhood friends and they completely balked out.",digital,,B0CW1GXWRQ,read,2025/03/18,2025/03/18,1
Scythe & Sparrow,Brynne Weaver,2025/03/19,6,"Ehhh. This wasn’t it for me. Aside from the violating of a new food. I didn’t like Rose, and I didn’t understand Fionn. They were both…kinda dumb. I didn’t like that Rose was so bad at being a serial killer. Like so bad, zero plan. The biggest thing about this book is that characters don’t DO anything. They go to a crochet club, they kill a guy, do they do anything else?? Not really. She’s usually on the road, then he was in Croatia, like did they even really know each other?? Why not show them hanging out at home making meals or something like that?? Anyways…ehh",digital,,9780349441603,read,2025/03/21,2025/03/19,1
The Swedish Prince,Karina Halle,2025/03/20,8,Huh. I liked this one. I wasn’t fully ready for the trauma upfront but overall this was a fun silly story. There were lowkey two or three break up moments but luckily they were all quickly resolved. Overall pleased.,digital,,B07BMYY366,read,2025/03/21,2025/03/20,1
The Wild Heir,Karina Halle,2025/03/21,9,"I also liked this one. Upbeat, goofy, spicy, honesty, all the good things. Marriage of convenience and enemies to lovers can you ask for more? Anyways I liked Magnus and Ella and the storyline, some of the side characters were weird but whatever. Solid read",digital,,B07D4HTM59,read,2025/03/21,2025/03/21,1
The Royal Rogue,Karina Halle,2025/03/22,6,"Huh well…that was something. I feel like I liked the beginning but the climax/third act break up really upset me. I mean it was dumb to begin with, but I don’t know just so weird. Like princess gets pregnant with a prince who is currently fake dating a tennis player who is secretly a lesbian? Yeah sure okay.",digital,,B07ZBKPSWS,read,2025/03/29,2025/03/22,1
A Nordic King,Karina Halle,2025/03/22,7,"This was interesting. Most of the time I’m good at ignoring some of the age gap/power dynamic inconsistencies, but this one almost exacerbated or emphasized it. I don’t know…I wanted to think that they were cuter together than maybe they were?? Why was her past invoking her being an accomplice to a crime? I think if you took out some of the more problematic aspects I’d like it more, and it wasn’t awful it just was weird.",digital,,,read,2025/03/29,2025/03/22,1
Under Loch and Key,Lana Ferguson,2025/03/25,7,You know what that was cute if not slightly…weird but mostly cute. I love a good fated mates story with a little enemies to lovers and a little history adventure. What did Key do for a living? How were they paying the bills? I know it’s not the point but like are they just farmers? Anyways Lach and Key were fun and honestly appreciated how the third act went down. Could’ve been so much worse. Key was a little slow but like it’s fine. They both were a bit dense. Overall solid read with light magic and monster cock.,digital,,9780593816868,read,2025/03/29,2025/03/25,1
Phantom,Greer Rivers,2025/03/29,6,"The drama at the end was crazy. The brother was the one to set the fire leave like a coward and cause his brother’s death? Typical mafia stalker crazy dark romance book, ya know? Fun phantom vibes…but also if a man said “sing for me” whilst doing sex or fellatio I’d be drier than the Sahara and ask him to leave.",digital,,B09WSVTHP4,read,2025/03/29,2025/03/29,1
Haunted Love,Sheridan Anne,2025/03/30,5,"This was like the worst possible version of brother’s best friend. Let’s all say it together, “the brother doesn’t get an input on his sister’s life because it’s not fucking 1850.” Okay but aside from the brother being unreasonable both of the main characters were toxic. They would assume things about the other and get angry based on those assumptions. They didn’t actually communicate on large issues. They both repeatedly hurt each other, he would keep asking for space (which to me doesn’t sound unreasonable) and she would try to make him jealous (she was also lowkey incompetent but like ig she killed a man so not entirely). Not that I expected any of that healthy relationship stuff but a girl can hope. Still can believe the brother punched his own sister and didn’t seem sorry until she was almost raped and then still didn’t approve of the relationship…it’s your bestie and sister be happy for them…you get to keep both of them in your life",digital,,B0CT4XQ3LB,read,2025/04/02,2025/03/30,1
Rouge,Greer Rivers,2025/04/01,6,I wanted to like this one more than I did. It’s just that they hardly did anything together besides fuck. And like the mafia stuff was just okay. But she was justifying not being with him bc of her dad being in jail but her dad couldn’t give a rat’s ass about her and I don’t like the blind loyalty. Like her dad had her betrothed to an abuser wtf?? And she KEPT being like “we can’t be together yet bc I need to find more evidence to save my father” but girly pop was going crazy talking to elephants on the walls while he did all the scheming. I don’t know…I don’t like it when the FMC is useless and she was pretty useless in this.,digital,,B0BGQJNB9Y,read,2025/04/02,2025/04/01,1
Playing Flirty,Shameez Patel,2025/04/06,8,Hehe I love when they’re meant to be. Okay but one thing really bothered me. Why the fork were we even considering the ex during the third act break up? Why did her mom and bff accept a man who subtly belittled her? Were they blind? Dumb? They’d already broken up why even let this happen. Now I know it’s probably ohh she needed to figure it out on her own but it felt like by them allowing it as a possibility she chose to consider it when he was lowkey a terrible person. Okay but otherwise this book was great. Loved all the nerdiness and the board games. Loved that they had already met. Loved that he’d been pining for her the entire time. Love that it was rivals to lovers. Loved the stolen moments and not so subtle flirting. Honestly it was great!,digital,,9781538768396,read,2025/04/24,2025/04/06,1
Perfectly Wicked,Lindsay Lovise,2025/04/08,8,This was pretty fun!! I just feel like Grimm’s whole motivation/exploitation from the beginning felt so so wrong but I think he makes up for it in the end. The sister posing the idea for a reality show with the ex was wild. Also the whole time the wicked Ms were like “omg we need to be careful” but then like did not have any caution. But anyways overall they were cute together and they evened each other out which I loved. Solid read!,digital,,B0CQJH56SK,read,2025/04/24,2025/04/08,1
Not the Witch You Wed,April Asher,2025/04/09,7,"She loves him but won’t talk to him to hear what he has to say? Bullshit. Why did she have to become Prima? She didn’t even really want it. Overall I enjoyed. But there were some consistency errors. Like stick to a feeling about the guy. It was very much a playbook romance. Solid read, nothing incredible.",digital,,9781250808004,read,2025/04/24,2025/04/09,1
The Break-Up Pact,Emma Lord,2025/04/16,7,I felt pretty ehhh about this one. Honestly it was just fine. I don’t know if I’m being overly critical or if I just couldn’t get into it because I was over analyzing things. The characters were fine they had trauma they dealt with it. They communicated mostly. They were mostly not passive aggressive. Just not anything spectacular in my opinion. I just didn’t feel invested in them I guess.,digital,,9781250845313,read,2025/04/24,2025/04/16,1
Roommaid,Sariah Wilson,2025/04/18,6,"Let’s all say it together, incompetence is NOT cute. Ok I get the whole not knowing stuff because you’re rich and privileged but then if you say you’re going to look it up online look it up online!!! Cmon get your act together or ask for help or literally do anything but what Madison does. And I don’t buy that Tyler loves her…because why? What did she do? When did they even spend time together? Please riddle me this. Plus it felt disgusting for her to be lusting after him after he explicitly set the platonic boundary. AND after his own kind of stalker situation. Maybe I’d feel different had this been a dual pov but the flagrant disregard for a clearly set boundary was gross to me.",digital,,B0834V66Z9,read,2025/04/24,2025/04/18,1
The Hook Up,Kristen Callihan,2025/04/22,7,Ok you know what I liked this one but the ending felt vaguely co dependent. I’m no genius but there needs to be some balance between being and individual and being pair of a couple. I feel like you need to live for yourself and not someone else…and like be able to live without someone else. I don’t know. It could be worse and overall it was a solid read just not my fav.,digital,,9780990715702,read,2025/04/24,2025/04/22,1
The Friend Zone,Kristen Callihan,2025/04/26,9,"I liked this one too. It just took me a while to get through. I felt like the storyline was fine and the characters were fine, but it wasn’t a book that I gobbled up in three hours. I liked that the characters were mostly reasonable and talked through stuff. I know they had their demons and such but I’m glad they worked through it.",digital,,9780990715719,read,2025/07/23,2025/04/26,1
Wolf Gone Wild,Juliette Cross,2025/04/27,9,"I don’t know I really liked this one. Like the characters were just adorable. And the admiration they held for one another was apparent but not too over the top. NO THIRD ACT BREAKUP WOOOOO. I really like paranormal romances when MMC is a werewolf namely bc breeding kink but also the possessiveness and the like having a hard time being in control/restraint. Anyways, I wonder who is next in the series….",digital,,B083H41JPW,read,2025/07/23,2025/04/27,1
Fundamentals in Flirting,Lucy Chalice,2025/04/30,8,"This was cute. I really wished that Hannah didn’t assume the worst of him every time. Although I guess Teddy wasn’t fully communicative either. But it didn’t feel fair. Also Mandy being so juvenile was just so odd. Honestly I really liked Ted, and I wish that we’d seen his feelings validated more. I also wish we’d seen Hannah like actually like him…?? Like I guess the scavenger hunt. I was a little confused because didn’t they have like full time jobs?? Did everything happen in the weekend and I couldn’t tell?? Anyways this was a solid read!",digital,,9780008646202,read,2025/07/23,2025/04/30,1
The Game Plan,Kristen Callihan,2025/05/03,7,"This was alright. I was caught off guard by the smashing of his house at the end. Honestly it didn’t feel worth it. Dex was infatuated for no clear reason, and Fiona didn’t seem that interested in him either other than looks…? I thought it could be better. Also how did that one bimbo get his phone? And then on top of that how was she able to unlock his phone? Also I feel like he had a traumatic experience with sex and that was never addressed when they first did the deed. I feel like there would be like flashbacks or trauma. I think there would’ve been a good moment to have real connection between them. Overall it was fine.",digital,,9780990715788,read,2025/07/23,2025/05/03,1
Don't Hex and Drive,Juliette Cross,2025/05/05,9,"I’m so horny and that was so good. It had action, comedy, romance, smut, vampires, witches…can I really ask for much more?? Honestly the biggest thing was Isadora getting over her initial impression of Devraj but like ultimately…no third act break up??? I’m a happy reader. I’m really curious if there will be a book with a grim as the",digital,,B085CMZH7X,read,2025/07/23,2025/05/05,1
The Hot Shot,Kristen Callihan,2025/05/08,7,This was cute. I felt annoyed with the characters for a lot of the book because they wouldn’t just talk to one another. Then there were moments that they would talk and it was beautiful and all I could think was why were you not doing that before??? Also Chess “lost everything” except she lives with an NFL player that dotes and is clearly in love with her. I really didn’t understand the hesitations that they had before getting together…or why the third act breakup was necessary…or why there had to be two hospital emergencies in the like last chapter???,digital,,9780990715740,read,2025/07/23,2025/05/08,1
Witches Get Stitches,Juliette Cross,2025/05/09,9,"Again cute. I was confused because I thought they were kinda enemies in previous books??? Overall I enjoyed. I liked Violet and Nico, but like dealing with werewolf prejudice felt…preachy?? Like it was something bigger than a romance book? Idk the main antagonists were not even really antagonists and I would say they should’ve been grown ups and talked through their stuff but ig the point is that there werewolf side was untamed or beastly? Nico and Violet were actually cute and I liked them…just some of what happens to them is ehh",digital,,B08R28T2FH,read,2025/07/23,2025/05/09,1
Always Practice Safe Hex,Juliette Cross,2025/05/12,8,"I thought this was good. I wanted more of their enemies to lovers. I feel like we see things in earlier books that don’t carry through and I would’ve liked to see some of the tension and angst from the beginning. It just feels like we’ve started halfway through them falling in love. Anyways, Livvy and Gareth were cute. Kinda weird that he’s sixty five but whatever. Also was caught off guard that there was fully an execution…but ok.",digital,,B09FGYNWQB,read,2025/07/23,2025/05/12,1
Resting Witch Face,Juliette Cross,2025/05/12,8,"That was emotionally a lot for me. The torturing was crazy and losing her memories of her family was devastating. Quietly crying on the plane. Again, I wish we saw more of their dynamic if the initial draw to the break up to the animosity to the build up to being together again. We only really got that last bit and even then it was only like half of it. The third act climax went crazyyyy again torture and executions were not what I was expecting (not in a bad way ig). Anyways the smut was good and overall they were pretty cute.",digital,,B09XQLHFZP,read,2025/07/23,2025/05/12,1
The Governess Game,Tessa Dare,2025/05/14,9,"Teehee so I finished another one. Honestly really love this series. Alex and Chase were kinda dumb but it’s okay. I love when the nanny trope is done right and I feel this one did well. I don’t know if a real Chase could exist, one that was so insecure and yet so kind….Anyways, I liked that Alex was a badass astronomer and that she took care of the children as they needed to be cared for. Honestly their romance lowkey confused me but whatever gets you going I guess.",digital,,9780062672131,read,2025/07/23,2025/05/14,1
The Duchess Deal,Tessa Dare,2025/05/14,9,"I can’t believe I read that one so quickly. Honestly I loved it. Regency era, grumpy sunshine, marriage of convenience, overall I thought it was a blast. Emma and Ash were so cute together. I loved all the bantering and the teasing. I really can’t believe how quickly I finished it. Something I really appreciated was how capable Emma was. Like yesss we love a strong FMC with a MMC that supports her.",digital,,9780062349071,read,2025/07/23,2025/05/14,1
Grim and Bear It,Juliette Cross,2025/05/14,9,"I enjoyed this one. Definitely grumpy sunshine, and I was kinda expecting the accidental pregnancy. I honesty really enjoyed that they were so unproblematic. I liked that they faced things together as opposed to against one another. The whole plot though was crazy. Helping Henry’s father whose lover had been killed and the father had been framed. The real murderer was the business associate. The business associate kills Clara, but then she’s revived in like five pages. Anyways fun times, can’t believe I’ve finished the series!",digital,,B0B145XXS9,read,2025/07/23,2025/05/14,1
The Wallflower Wager,Tessa Dare,2025/05/16,9,"Okay I was a little worried that Penny would be too quirky for me but I loved her. This book was great, definitely scandalous for the time period but great. I think that Penny and Gabe were so cute together and it was definitely grumpy sunshine vibes. I wish there had been more about Penny than just “she cares” because I can guarantee that there’s more to her. Anyways, still cute, so many animals to take care of, wish we knew what happened to Herbert.",digital,,9780062672155,read,2025/07/23,2025/05/16,1
The Modern Girl's Guide to Magic,Linsey Hall,2025/05/18,7,I would’ve enjoyed this more if I haven’t been feeling ill on the ferry. Overall it was okay. There wasn’t a lot of interaction between Callan and Aria. Like I feel like they didn’t do much together. But it was still fun and still cute. I wish there had been an apology from Serena. The world and competition were fun!,digital,,B0C511BLPN,read,2025/07/23,2025/05/18,1
How to Fake-Date a Vampire,Linsey Hall,2025/05/26,7,"This was cute but also exceedingly mediocre. Like I could easily set it aside and be bored and have no inclination to pick it back up. I kinda would’ve liked more enemies. They became friends so quickly. Also like I know the self discovery and her magic whatnot was supposed to be big, but I wasn’t all that impressed…maybe I’m just a cynic. It was a cute book, just nothing spectacular.",digital,,9781648820328,read,2025/07/23,2025/05/26,1
From the Start,Katie Duggan,2025/05/28,8,"The ability of these characters to meet each other where they are at is incredible. Like so healthy of them. And it’s a mutual respect that they exchange, and when grief hits there’s empathy in how the grief is handled. Like overall this characters were really fucking compatible and just good people. Also can’t believe I finished this in like two and half hours.",digital,,B0CFDQ3ZRJ,read,2025/07/23,2025/05/28,1
Romancing the Duke,Tessa Dare,2025/06/05,8,"Wow I’ve been busy. This was really cute! Pretty predictable, but overall great. Historical romance, enemies to lovers (kinda), the ending was a little drawn out, and the whole fandom for her books being there was definitely odd too, but it was a silly, fun, spicy book so I can’t complain.",digital,,9780062240163,read,2025/07/23,2025/06/05,1
Say Yes to the Marquess,Tessa Dare,2025/06/07,9,"Tessa Dare books are simply fabulous. “I’m not with child. I’m with dog.” Cackling. Period drama, forbidden romance, spice, melodramatic sisters, fighting (off page), independent FMC, overall wonderful. Honestly go off Clio, break off that engagement, get that brewery, and eat your cake.",digital,,9780062240187,read,2025/07/23,2025/06/07,1
When a Scot Ties the Knot,Tessa Dare,2025/06/10,9,"Scot ties a knot, and it’s everything it ought…to be. Anyways love love love. So excited there’s a whole plethora of books to read by Dare!! This was so good. The letters the teasing, enemies? to lovers, the tension, the everything I swear I almost finished it in a day but then work got in the way. I worried for a sec at the end but Dare came through. Truly though Maddie and Logan (good name) were adorable and while I can’t imagine a Scottish accent the “n’t” being “na” was very silly fun.",digital,,9780062349033,read,2025/07/23,2025/06/10,1
A Night to Surrender,Tessa Dare,2025/06/18,6,I honestly don’t remember when I finished this one. But it took forever and lowkey put me in a slump…. The characters were fine…I just didn’t care and they were like weird. It felt like they were both trying to change each other and both said something to the effect of “oh they need me” which is just ehh. Like no need to change them into who you want them to be…,digital,,9780062049841,read,2025/07/23,2025/06/18,1
Rewind It Back,Liz Tomforde,2025/07/22,9,I finished a book!! I DNFed several but I finally finished one!! Reading Rio and Hallie’s story made me so happy. Childhood friends to lovers to enemies to lovers. I guessed the reason they became enemies early on (gotta love a predictable plot) Rio had been a flirt the rest of the series and it was so exiting to see him finally be with his person. I loved the playlists and the history and all the special moments that were throw backs or references. Can’t believe this series (is over??) already at five books! Love love love and can’t wait to see what else Liz Tomforde writes!,digital,,,read,2025/07/23,2025/07/22,1
"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,2025/08/05,8,This book devastated me. It was so striking how badly he wasn’t able to accept himself or feel good about himself and constantly sought out external validation. There was something really depressing because I had an awful thought three fourths of the way through “wait he used again?” But I was rooting for him and all of the profoundness is furthered by the fact of his passing. Devastating.,audio,,9781250867063,read,2025/08/07,2025/08/05,1
An Unexpected Paradise,Chelsea Curto,2025/08/06,7,Wellll this was not it. I listened to it 3x and just stopped caring about a third of the way in. The plot was kinda lost early on and they were mostly in love the entire book (but it wasn’t enough tension to make it worth) Also they had conversations that would never happen in real life and listening to it was a lot harder to get over than it would be reading (kinda like when there are movie adaptations),audio,"Madison C. Marie (Narrator), Grayson Quill (Narrator)",9798350802382,read,2025/08/07,2025/08/06,1
